Cu,Ag,Al,B,Ce,Co,Cr,Er,Fe,Hf,Mg,Mn,Nb,Ni,Sc,Si,Sn,Ti,Y,Zn,Zr,year,source_reliability,homogenization temperature (℃),homogenization time (h),solution temperature (℃),solution time (h),CR1,Temp1 (℃),time1 (h),CR2,Temp2 (℃),time2 (h),CR3,Temp3 (℃),time3 (h),alloy classification,process classification,hot rolling or forging,y_name,y_data,hot_rolling_temp,hot_rolling_reduction
51.76,0.0,1.21,0.0,0.0,0.0,47.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.8560060190072045,,,930.0,0.5,,510.0,2.96,,,,,,,Cu-Cr-Al,one-step aging,-,conductivity,29.76,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,32.5,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,27.99,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,43.3,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,28.03,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,53.61,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,28.09,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,64.09,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,28.14,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,289.42,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,29.02,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,389.57,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,54.05,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,490.17,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,72.16,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,590.31,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,86.53,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,690.91,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,86.43,,
99.4,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2018.0,0.8680060190072045,,,1050.0,4.0,,791.05,1.0,,,,,,,Cu-Cr-Zr,one-step aging,-,conductivity,70.29,,
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,58.57,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.1895,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,63.07,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.426666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,69.6,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.662666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,76.66,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.928666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,79.44,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.425666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,83.02,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.922666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,83.81,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,3.920666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.6,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,7.926666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.77,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,60.21,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.195833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,73.94,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.431666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,82.77,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.692833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.11,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.938833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.04,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.455833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,92.09,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.957833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,92.16,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,3.950833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.07,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,5.953833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,88.92,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,7.951833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.07,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.1055,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,56.37,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.396666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,59.61,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.6425,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,62.99,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.8935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,66.4,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.3905,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,73.74,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.8925,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,78.85,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,5.898666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.4,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,7.8915,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.12,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.35,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.254,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.6,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.372666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,61.2,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.561,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,70.59,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.608333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.58,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.797833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.18,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.990833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.93,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.300833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.38,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.803833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.93,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,2.306833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,85.65,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,4.314,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.17,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,8.338333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,88.77,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,63.55,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.042333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,74.48,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.182166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,83.86,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.447166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,85.91,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.701166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,88.17,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.945166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.39,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.458333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,92.25,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.961333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,91.23,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,3.9735,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.93,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,5.985833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.06,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,7.998,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.72,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.076166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,57.36,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.376,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,61.71,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.63,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,66.1,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.884166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,69.91,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.377,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,75.8,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.88,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,81.23,900.0,0.5
