Cu,Ag,Al,B,Ce,Co,Cr,Er,Fe,Hf,Mg,Mn,Nb,Ni,Sc,Si,Sn,Ti,Y,Zn,Zr,year,source_reliability,homogenization temperature (℃),homogenization time (h),solution temperature (℃),solution time (h),CR1,Temp1 (℃),time1 (h),CR2,Temp2 (℃),time2 (h),CR3,Temp3 (℃),time3 (h),alloy classification,process classification,hot rolling or forging,y_name,y_data,hot_rolling_temp,hot_rolling_reduction
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.025166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,122.01,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.396666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,126.53,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.647666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,117.15,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.8935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,121.83,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.3905,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,121.02,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.897666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,119.27,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,3.8955,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,116.79,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,5.898666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,117.37,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,7.896666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,116.79,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,76.32,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.1875,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,114.98,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.4505,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,123.87,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.7015,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,127.51,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.9475,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,124.96,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,1.4545,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,122.19,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,1.9465,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,134.16,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,3.9495,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,139.12,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,5.9525,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,138.98,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,7.9555,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,139.71,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,62.19,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.075333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,106.5,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.204166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,133.07,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.517,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,136.2,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.768,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,133.14,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,1.019,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,135.49,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,1.521166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,131.24,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,2.023166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,127.74,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,4.021166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,102.92,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,6.029166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,116.06,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,8.027166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,119.56,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.052666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,65.68,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.382666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,74.97,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.6425,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,81.13,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.8935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,85.51,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,1.3905,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,93.72,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,1.8875,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,98.69,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,3.8955,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,122.19,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,5.8935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,107.59,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,7.8915,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,107.3,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,136.31,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.194166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,164.27,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.497666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,152.72,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.723666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,142.54,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.994666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,141.83,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,1.491666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,147.3,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,1.988666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,150.22,900.0,0.5
99.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,3.991666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,hardness,143.21,900.0,0.5
